Weight,Gas_Concentration,Temperature,Humidity,Vibration,Reason,Label
549.6714153011233,63.99355436586002,21.62410862512809,40.921924421226095,0.8273012790070132,Normal,0
881.9541744475134,132.05131316225726,38.25514016173281,77.89025657737025,1.9844830999267478,Hazardous Material Leak,1
564.7688538100692,50.59630369920174,21.037900395000193,55.863944665783556,1.0036033744088892,Normal,0
652.3029856408025,43.53063222294426,23.4601923518048,78.8768765734019,1.0945260691686811,Normal,0
476.5846625276664,56.982233136135896,15.531926665231072,65.56553124533758,0.7266283273438348,Normal,0
476.58630430508197,53.934853854217494,26.066468536864694,46.64518430900109,1.1185134547694662,Normal,0
657.9212815507392,58.95193220027733,25.006027376811122,64.86036289417638,0.4591216736794449,Normal,0
576.7434729152909,56.351718016819696,20.914556844659046,44.52696011061634,0.874023089527238,Normal,0
453.05256140650476,60.49552715319335,28.296228342162024,70.82691053887073,0.902345231509691,Normal,0
554.2560043585964,44.64764788439432,29.68785068813279,55.28875348182122,1.1266653652142478,Normal,0
453.65823071875377,63.173940656343255,16.962200678155128,59.06363811260829,1.0045261705353739,Normal,0
453.4270246429743,51.975996046923996,21.18637610716893,73.2579664754219,0.7188873892287426,Normal,0
524.1962271566034,70.75260872625265,21.15428825106351,47.1283643141575,0.803001374836597,Normal,0
308.6719755342202,43.10812181910432,20.300484494455677,46.02881814887009,1.0397360019094815,Normal,0
327.5082167486967,67.3596380316525,29.147374209658743,54.16400673653995,0.9841865316270887,Normal,0
443.77124707590275,51.979107834626475,24.030869306135983,70.38378851019317,0.8841751780728507,Normal,0
756.8610762563118,131.68397978013644,33.72821392320422,83.16171209793478,1.50255765064317,Component Degradation,1
531.4247332595273,45.16114165945678,14.980688177966233,31.67844401889431,1.1392335994318579,Normal,0
409.1975924478789,46.7965269180568,28.17709015104613,55.488411415910015,0.896461485426157,Normal,0
358.76962986647084,54.241659464019165,18.80370802573264,65.51740799910921,0.9823817511941854,Normal,0
1065.5316122032348,125.7750001284929,41.591855081414565,105.98887592049437,2.2895482261237516,Component Degradation,1
477.4223699513464,44.26299996061421,26.386884689790957,55.36838637914601,0.7152634726232154,Normal,0
506.7528204687924,49.756454077390174,31.803292979193255,55.885733928839976,0.6296314536850682,Normal,0
357.52518137865434,71.42270358611864,18.45589800440444,71.53900734255747,1.1567179329597215,Normal,0
445.5617275474817,67.27543170100711,9.902439220895873,41.3025830030458,0.8642713877411794,Normal,0
511.0922589709866,54.36323669674032,25.919247723768475,56.114792248169906,0.936352494451476,Normal,0
600.9736101399922,107.40498527145786,50.22804986968541,86.0607157284273,1.5958037642479894,Hazardous Material Leak,1
537.5698018345672,51.200313267182615,31.19473176469719,64.49218721285034,0.9480399718464975,Normal,0
439.9361310081195,56.13517972730416,26.048297076373128,54.901933068091175,1.3197076224192683,Normal,0
470.8306250206723,39.77207434801595,22.541819071839765,60.344410117058416,1.1604256917236238,Normal,0
439.8293387770603,47.42623462576655,29.035612983186553,35.1167264658701,1.1724447023773954,Normal,0
685.2278184508938,33.314159261224106,20.132269001477656,53.41751587666152,0.7167545888414708,Normal,0
498.6502775262066,53.992231226052795,27.381788846781095,64.53508712554468,0.7697692526894262,Normal,0
394.22890710441,56.47195939702741,27.527350795833133,50.177059657453206,0.43218426810291455,Normal,0
582.2544912103189,45.16813537700626,30.3010495374944,60.58984221589597,0.8381238357834492,Normal,0
377.9156350028978,65.73986763290033,38.79830019455539,64.46872500802698,1.1913406372771318,Normal,0
520.8863595004756,37.74234336997659,26.962079835893835,56.57450799142235,1.1033893031496742,Normal,0
304.03298761202245,35.3562511979018,22.455181871462507,61.70463770996571,0.9556973474095752,Normal,0
367.1813951101569,52.24451818559972,24.87212843904003,50.372674347153875,0.9955399432563894,Normal,0
731.0789138577943,160.20069238721857,30.97448234381847,93.05397203852107,1.5883799090105866,Component Degradation,1
573.8466579995411,66.83927691457869,21.52643434455471,66.10216169589222,1.0409517764803569,Normal,0
517.1368281189971,45.4111573713106,22.95358780943448,61.569729609684344,1.153175655896123,Normal,0
488.4351717611759,60.78680833431296,22.379558010327038,54.13468730436065,0.6768226425179054,Normal,0
469.8896304410711,49.61491530499293,25.76177436016861,62.24216404290793,1.0599295375674695,Normal,0
352.1478009632573,48.273727000591805,20.887900338088997,67.14609790636618,1.1864869741909334,Normal,0
428.0155791605291,58.83659937486672,30.605153336622358,39.50058721422522,0.916979942207326,Normal,0
453.93612290402126,56.5232287841342,25.001035324590987,71.59074064955898,1.1401401224241168,Normal,0
605.7122226218916,34.236078430157505,24.953498394306926,56.63745261318928,1.5629308888945106,Normal,0
534.3618289568461,64.76540349725896,23.36052641743541,64.2548993324023,0.9791314414026216,Normal,0
787.1717247834306,140.16367103900836,45.07465824223368,101.6484071681082,1.8238859583690397,Recycling Efficiency Issue,1
532.4083969394795,43.74437298490471,29.125491323338174,46.28326302769534,0.8523885832677217,Normal,0
461.49177195836836,53.95803533437409,20.664348921445498,52.90558997572453,1.0362502325204102,Normal,0
432.30779996940413,54.94030186282739,21.709417554623716,57.11451304124295,1.0920543249964607,Normal,0
561.1676288840868,52.60673765823907,23.481369856116675,52.16246478875571,1.0389684680540276,Normal,0
603.099952249595,44.4969484615458,18.270645382633926,77.34936575836808,0.7960609360582287,Normal,0
593.1280119116199,43.283766320619485,20.903710701392512,51.432279061732075,1.0412723542650901,Normal,0
416.07824767773616,49.744459290085544,22.618895632276704,54.44453220513133,1.2924391877435273,Normal,0
469.07876241487855,61.72729019259364,29.37194590356364,62.04389031602977,1.0897271529029056,Normal,0
533.1263431403564,55.43600154594432,26.312806645009626,47.97850473923911,1.1923974378143682,Normal,0
597.5545127122359,46.29385667913894,25.967949556837723,56.04319288243736,0.9525976059974745,Normal,0
452.082576215471,57.716987106483444,29.25448981083986,63.17453261250175,1.1499800478847422,Normal,0
481.4341023336183,21.514573793699245,24.313141058003016,56.67139595617489,1.0558535676433052,Normal,0
389.36650259939717,61.48765700372103,26.952324249644448,59.06613141100052,0.8098178540625536,Normal,0
380.37933759193294,32.60286221221901,24.48389123533752,54.70667887551629,1.0637042009597748,Normal,0
581.2525822394198,46.37559058596868,26.326811746998143,44.85529690819233,0.8016606673119379,Normal,0
635.6240028570824,38.803301053738565,22.08620671194209,63.215932113392384,0.8734239450230417,Normal,0
868.0949073707793,112.47955683146957,25.9904338766759,112.16789143513307,1.6817248787034895,Fraudulent E-Waste Disposal,1
